feature_id	location	type	function	aliases	protein_md5
fig|2005473.100.peg.1	NODE_1_length_176397_cov_36.2193_357-213	CDS	hypothetical protein		befe8ffe0a2cd3f676c0a58900c8ea01
fig|2005473.100.peg.2	NODE_1_length_176397_cov_36.2193_626-258	CDS	hypothetical protein		9e4b0e3baccec6fbbfcd8e6c2c9846b8
fig|2005473.100.peg.3	NODE_1_length_176397_cov_36.2193_814-135	CDS	hypothetical protein		72220a20987fc54c0fc7a7c1d11fa50f
fig|2005473.100.peg.4	NODE_1_length_176397_cov_36.2193_1949-882	CDS	FIG00897206: hypothetical protein		68356c5dbeef98a44c4932a9470263ef
fig|2005473.100.peg.5	NODE_1_length_176397_cov_36.2193_2396-435	CDS	FIG00899057: hypothetical protein		4b6db91fbd26353b8fd02afb43576526
fig|2005473.100.peg.6	NODE_1_length_176397_cov_36.2193_2639-231	CDS	hypothetical protein		56e64706f90da49398959515819b2372
fig|2005473.100.peg.7	NODE_1_length_176397_cov_36.2193_3249+1194	CDS	hypothetical protein		f55f40c2fc9d5721478a54e45ea9c600
fig|2005473.100.peg.8	NODE_1_length_176397_cov_36.2193_5091-153	CDS	hypothetical protein		ba651e4dc57c9ba9a6c5a04c241066dc
fig|2005473.100.peg.9	NODE_1_length_176397_cov_36.2193_5272-168	CDS	hypothetical protein		ad4b7e342dd152ec8b934f1728113949
fig|2005473.100.peg.10	NODE_1_length_176397_cov_36.2193_6371-606	CDS	Peptide chain release factor homolog		4da65479fb332fa8e199ab0cfa9cd445
fig|2005473.100.peg.11	NODE_1_length_176397_cov_36.2193_7600-1233	CDS	RNA-2',3'-PO4:RNA-5'-OH ligase		0e5a53b1a7e8b1a7eb8bd86f915edd0b
fig|2005473.100.peg.12	NODE_1_length_176397_cov_36.2193_7629+1131	CDS	Transcriptional regulator, YafY family		d8892292109d2f22011424da6fc63595
fig|2005473.100.peg.13	NODE_1_length_176397_cov_36.2193_9649-870	CDS	hypothetical protein		bb637d43f72777d939b6f65818e06f73
fig|2005473.100.peg.14	NODE_1_length_176397_cov_36.2193_9915-270	CDS	hypothetical protein		ff860ab0a902e372d28030732bc5648a
fig|2005473.100.peg.15	NODE_1_length_176397_cov_36.2193_10670-714	CDS	hypothetical protein		b4adc6758f2507fc0f63570a76a14474
fig|2005473.100.peg.16	NODE_1_length_176397_cov_36.2193_11446-726	CDS	hypothetical protein		1e2900ab0be3c52c831193ead67b5239
fig|2005473.100.peg.17	NODE_1_length_176397_cov_36.2193_11612-183	CDS	hypothetical protein		88eebe0b9ff406be834121c7e447a3fb
fig|2005473.100.peg.18	NODE_1_length_176397_cov_36.2193_11820+198	CDS	hypothetical protein		744732d51394d8a37e9f7e65e56a8d5d
fig|2005473.100.peg.19	NODE_1_length_176397_cov_36.2193_13952-1683	CDS	hypothetical protein		7068a86144375793773e94e5106bb264
fig|2005473.100.peg.20	NODE_1_length_176397_cov_36.2193_14184+147	CDS	hypothetical protein		33a4f7c6039078a00bc40e70e63269e2
fig|2005473.100.peg.21	NODE_1_length_176397_cov_36.2193_14380+1503	CDS	hypothetical protein		6dec7c5f5112c8a29071337a1aea4da8
fig|2005473.100.peg.22	NODE_1_length_176397_cov_36.2193_15958+540	CDS	hypothetical protein		7283745a0178df28e81dc025c83e0fc7
fig|2005473.100.peg.23	NODE_1_length_176397_cov_36.2193_17403-681	CDS	hypothetical protein		d9778dd2502cdd96149768c65d1acee0
fig|2005473.100.peg.24	NODE_1_length_176397_cov_36.2193_17714+372	CDS	hypothetical protein		18f1dc567061c67ea5fee64e44323e7f
fig|2005473.100.peg.25	NODE_1_length_176397_cov_36.2193_18529-345	CDS	hypothetical protein		823eb5e4561a83580ba3e831ad9c3ef7
fig|2005473.100.peg.26	NODE_1_length_176397_cov_36.2193_20671-2124	CDS	Cell division-associated, ATP-dependent zinc metalloprotease FtsH		995a51a97bb86098186fc63bdd8bf25c
fig|2005473.100.peg.27	NODE_1_length_176397_cov_36.2193_21122-399	CDS	hypothetical protein		9d71713c3b171f4402065e7312943299
fig|2005473.100.peg.28	NODE_1_length_176397_cov_36.2193_22637-1260	CDS	hypothetical protein		8e13af4857b6f6ce3b70090daf5e3374
fig|2005473.100.peg.29	NODE_1_length_176397_cov_36.2193_22894+981	CDS	Ubiquitin-protein ligase		da924a8bb67d2a1d0df3eb46be23e66b
fig|2005473.100.peg.30	NODE_1_length_176397_cov_36.2193_24582-579	CDS	hypothetical protein		a51cb446b06bfcae131091c806550694
fig|2005473.100.peg.31	NODE_1_length_176397_cov_36.2193_26396-1809	CDS	Type III restriction-modification system methylation subunit (EC 2.1.1.72)		295fcf6d66991bcc858d571035b307bd
fig|2005473.100.peg.32	NODE_1_length_176397_cov_36.2193_27771-1311	CDS	FIG015287: Zinc protease		c35cdb6135536c8576aceb2783dfb451
fig|2005473.100.peg.33	NODE_1_length_176397_cov_36.2193_28522-744	CDS	3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38)		78def428d36f5f2e56095bc52d1a2647
fig|2005473.100.peg.34	NODE_1_length_176397_cov_36.2193_29159-612	CDS	hypothetical protein		df37c66c42d46dc891851d67220df808
fig|2005473.100.peg.35	NODE_1_length_176397_cov_36.2193_29545-132	CDS	hypothetical protein		752552b81a84b3fdb5a4d3c2a62f55f4
fig|2005473.100.peg.36	NODE_1_length_176397_cov_36.2193_29661+1551	CDS	HtrA protease/chaperone protein		0be2ee2636df167baab3ba07e27ad69b
fig|2005473.100.peg.37	NODE_1_length_176397_cov_36.2193_32148-792	CDS	Putative metalloprotease yggG (EC 3.4.24.-)		cc7cb8b726283c9b7702bfad278c009d
fig|2005473.100.peg.38	NODE_1_length_176397_cov_36.2193_32370+543	CDS	hypothetical protein		31517231a65b989c197fe1ffb05c24d8
fig|2005473.100.peg.39	NODE_1_length_176397_cov_36.2193_33122+1860	CDS	Putative sulfatase		c2a2db029c957f9cca77e57338b693c3
fig|2005473.100.peg.40	NODE_1_length_176397_cov_36.2193_35033+744	CDS	putative membrane-associated phospholipid phosphatase		ff4c6e5c8fddfb30c71a4830a8124e5d
fig|2005473.100.peg.41	NODE_1_length_176397_cov_36.2193_36173-135	CDS	hypothetical protein		2575266ddd9c55816f71fd2513f5fb9c
fig|2005473.100.peg.42	NODE_1_length_176397_cov_36.2193_36211+393	CDS	hypothetical protein		be56f3a538baad13a5ac262e46741161
fig|2005473.100.peg.43	NODE_1_length_176397_cov_36.2193_36630+2316	CDS	hypothetical protein		ecbe07d0722baf29d15d81bd739774b2
fig|2005473.100.peg.44	NODE_1_length_176397_cov_36.2193_39096+549	CDS	hypothetical protein		95f5e19dfeeed8b06480eede75335e2d
fig|2005473.100.peg.45	NODE_1_length_176397_cov_36.2193_39641+459	CDS	hypothetical protein		43c6a91bbaffb49f1c56f747985d20b9
fig|2005473.100.peg.46	NODE_1_length_176397_cov_36.2193_40188+447	CDS	hypothetical protein		41937c2893d0d8cea1706010ad1103e5
fig|2005473.100.peg.47	NODE_1_length_176397_cov_36.2193_40681+912	CDS	hypothetical protein		1ef3f5398c15e3803be69c51c7c7e2f1
fig|2005473.100.peg.48	NODE_1_length_176397_cov_36.2193_41656+894	CDS	hypothetical protein		3bde83ae1be60a03b8bd7f8b9199aaaf
fig|2005473.100.peg.49	NODE_1_length_176397_cov_36.2193_44129-1521	CDS	Levanase (EC 3.2.1.65)		ed46f0158984765551f49c64d0f0bd28
fig|2005473.100.peg.50	NODE_1_length_176397_cov_36.2193_45649-1506	CDS	hypothetical protein		0e3777602669a219abc34cc15ae06aa5
fig|2005473.100.peg.51	NODE_1_length_176397_cov_36.2193_47430-1737	CDS	Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family		d9565c03e724037777d12c87182853a5
fig|2005473.100.peg.52	NODE_1_length_176397_cov_36.2193_50575-3096	CDS	Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family		4130abc84e398c0149924cbeaecae504
