Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
fig|2005473.100.peg.1040	-	CE11(3-223)	-	-	N	1
fig|2005473.100.peg.1042	-	GT2(3-123)	-	-	N	1
fig|2005473.100.peg.1059	-	GH20(145-491)	-	-	Y(1-24)	1
fig|2005473.100.peg.1062	-	GH13_14(202-526)	-	-	Y(1-20)	1
fig|2005473.100.peg.1066	-	GH188(6-195)	-	-	N	1
fig|2005473.100.peg.1118	-	GH73(98-196)	-	-	Y(1-23)	1
fig|2005473.100.peg.1171	-	GH23(105-239)	-	-	Y(1-25)	1
fig|2005473.100.peg.1176	-	GT5(9-243)	-	-	N	1
fig|2005473.100.peg.1236	-	GH171(48-415)	-	-	Y(1-22)	1
fig|2005473.100.peg.1239	-	GH92(269-775)	-	-	Y(1-27)	1
fig|2005473.100.peg.1240	-	GH130_2(17-315)	-	-	N	1
fig|2005473.100.peg.1242	-	GH92(259-766)	-	-	Y(1-28)	1
fig|2005473.100.peg.1243	-	GH92(247-757)	-	-	Y(1-30)	1
fig|2005473.100.peg.1244	-	GH92(268-765)	-	-	Y(1-51)	1
fig|2005473.100.peg.1247	-	GT83(18-518)	-	-	N	1
fig|2005473.100.peg.1294	-	GT2(1-114)	-	-	N	1
fig|2005473.100.peg.1414	-	GH20(162-517)	-	-	Y(1-22)	1
fig|2005473.100.peg.1495	-	GT51(100-282)	-	-	N	1
fig|2005473.100.peg.1527	-	GT30(42-207)	-	-	N	1
fig|2005473.100.peg.157	-	GT19(4-354)	-	-	N	1
fig|2005473.100.peg.1624	-	GH13_8(193-513)	-	-	N	1
fig|2005473.100.peg.1628	-	GT26(53-217)	-	-	N	1
fig|2005473.100.peg.1646	-	GH177(47-204)	-	-	N	1
fig|2005473.100.peg.1651	-	GT9(87-336)	-	-	N	1
fig|2005473.100.peg.174	-	GT4(247-384)	-	-	N	1
fig|2005473.100.peg.1796	-	GT28(191-347)	-	-	N	1
fig|2005473.100.peg.1797	-	GT119(32-409)	-	-	N	1
fig|2005473.100.peg.1807	-	GT4(201-346)	-	-	N	1
fig|2005473.100.peg.1839	-	GH2(62-934)	-	-	Y(1-26)	1
fig|2005473.100.peg.1844	-	GT2(4-168)	-	-	N	1
fig|2005473.100.peg.1974	-	GH24(49-157)	-	-	Y(1-24)	1
fig|2005473.100.peg.2033	-	GH97(13-662)	-	-	Y(1-21)	1
fig|2005473.100.peg.2034	-	GH43_17(26-302)	-	-	Y(1-20)	1
fig|2005473.100.peg.206	-	GH5_4(247-542)	-	-	Y(1-19)	1
fig|2005473.100.peg.2060	-	GH24(48-156)	-	-	Y(1-23)	1
fig|2005473.100.peg.2078	-	GT2(9-182)	-	-	N	1
fig|2005473.100.peg.2080	-	CE1(149-398)	-	-	Y(1-21)	1
fig|2005473.100.peg.2081	-	GT2(9-124)	-	-	N	1
fig|2005473.100.peg.2092	-	GH20(159-511)	-	-	Y(1-22)	1
fig|2005473.100.peg.2103	-	CBM20(3-77)+CBM20(141-218)+GH77(244-888)	-	-	N	1
fig|2005473.100.peg.2127	-	GT2(13-156)	-	-	N	1
fig|2005473.100.peg.213	-	GH31_4(375-843)	-	-	Y(1-25)	1
fig|2005473.100.peg.214	-	GH2(20-631)	-	-	Y(1-23)	1
fig|2005473.100.peg.2143	-	GH13_38(72-431)	-	-	N	1
fig|2005473.100.peg.215	-	GH3(64-283)	-	-	Y(1-22)	1
fig|2005473.100.peg.2163	-	GT119(33-219)+GT119(306-490)	-	-	N	1
fig|2005473.100.peg.2164	-	CBM98(34-133)+GH13_47(410-712)	-	-	Y(1-22)	1
fig|2005473.100.peg.2186	-	GT2(16-175)	-	-	N	1
fig|2005473.100.peg.2188	-	GT122(15-331)	-	-	N	1
fig|2005473.100.peg.2189	-	GT2(6-118)	-	-	N	1
fig|2005473.100.peg.2190	-	GT4(183-328)	-	-	N	1
fig|2005473.100.peg.2191	-	GT4(231-379)	-	-	N	1
fig|2005473.100.peg.2192	-	GT26(58-222)	-	-	N	1
fig|2005473.100.peg.223	-	GH130_3(61-370)	-	-	N	1
fig|2005473.100.peg.224	-	GH92(228-701)	-	-	Y(1-27)	1
fig|2005473.100.peg.225	-	GH92(235-739)	-	-	Y(1-19)	1
fig|2005473.100.peg.2271	-	GT2(19-184)	-	-	N	1
fig|2005473.100.peg.2279	-	GH13_42(72-497)	-	-	Y(1-23)	1
fig|2005473.100.peg.2284	-	GT3(13-351)	-	-	N	1
fig|2005473.100.peg.2285	-	GT35(124-644)	-	-	N	1
fig|2005473.100.peg.2324	-	GH2(2-472)	-	-	N	1
fig|2005473.100.peg.238	-	CBM67(151-317)+GH78(346-848)	-	-	Y(1-19)	1
fig|2005473.100.peg.2384	-	GH106(396-1125)	-	-	N	1
fig|2005473.100.peg.239	-	GH2(68-727)	-	-	Y(1-23)	1
fig|2005473.100.peg.2390	-	GH84(151-444)	-	-	Y(1-22)	1
fig|2005473.100.peg.241	-	GH92(298-781)	-	-	Y(1-32)	1
fig|2005473.100.peg.242	-	GH38(53-198)	-	-	Y(1-29)	1
fig|2005473.100.peg.2563	-	GH92(244-731)	-	-	Y(1-24)	1
fig|2005473.100.peg.2564	-	GH36(27-694)	-	-	Y(1-36)	1
fig|2005473.100.peg.2565	-	CE20(104-216)+CE20(410-535)	-	-	Y(1-21)	1
fig|2005473.100.peg.258	-	GH133(285-637)	-	-	N	1
fig|2005473.100.peg.259	-	GT4(234-383)	-	-	N	1
