HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH43_2.hmm	277	fig|2005473.93.peg.1	563	9.7e-74	77	276	1	209	0.718411552347
GT2.hmm	170	fig|2005473.93.peg.1012	333	8.3e-23	1	128	9	133	0.747058823529
GH20.hmm	337	fig|2005473.93.peg.1026	776	3.7e-126	8	336	154	509	0.973293768546
GH92.hmm	491	fig|2005473.93.peg.1030	752	2.1e-183	4	491	244	751	0.991853360489
CE19.hmm	332	fig|2005473.93.peg.1036	394	2.2e-29	4	288	67	393	0.855421686747
GH92.hmm	491	fig|2005473.93.peg.1090	761	2.1e-177	2	491	231	735	0.995926680244
GH92.hmm	491	fig|2005473.93.peg.1091	740	3.3e-186	5	491	241	733	0.989816700611
CE8.hmm	288	fig|2005473.93.peg.1093	1294	2.7e-67	3	286	349	648	0.982638888889
PL1_2.hmm	183	fig|2005473.93.peg.1093	1294	9.4e-61	1	183	795	998	0.994535519126
GH16_3.hmm	230	fig|2005473.93.peg.1098	278	2.4e-57	3	229	45	276	0.982608695652
GH3.hmm	216	fig|2005473.93.peg.1102	773	3.8e-63	5	215	114	341	0.972222222222
GT2.hmm	170	fig|2005473.93.peg.1105	318	1.3e-33	1	168	4	167	0.982352941176
GT2.hmm	170	fig|2005473.93.peg.1111	245	1.5e-30	2	167	8	172	0.970588235294
GT2.hmm	170	fig|2005473.93.peg.1121	253	5.6e-29	1	112	5	112	0.652941176471
GT4.hmm	160	fig|2005473.93.peg.1122	344	1.1e-28	7	149	163	308	0.8875
GT4.hmm	160	fig|2005473.93.peg.1123	355	3.2e-30	9	155	176	321	0.9125
GT26.hmm	171	fig|2005473.93.peg.1126	232	1.1e-48	6	171	53	217	0.964912280702
GH23.hmm	135	fig|2005473.93.peg.1157	321	1.9e-22	9	122	99	225	0.837037037037
GH43_2.hmm	277	fig|2005473.93.peg.1178	340	2e-120	1	277	29	313	0.996389891697
GT4.hmm	160	fig|2005473.93.peg.1189	372	4.5e-24	4	156	186	338	0.95
GT2.hmm	170	fig|2005473.93.peg.1191	257	1.7e-23	1	156	4	156	0.911764705882
GT4.hmm	160	fig|2005473.93.peg.12	359	2.9e-32	8	157	181	329	0.93125
GH20.hmm	337	fig|2005473.93.peg.1205	684	2.1e-116	9	337	147	491	0.973293768546
GH31_16.hmm	431	fig|2005473.93.peg.1218	776	4.8e-218	1	431	210	641	0.997679814385
PL10_1.hmm	288	fig|2005473.93.peg.1240	454	1.7e-84	1	252	61	326	0.871527777778
GH43_10.hmm	271	fig|2005473.93.peg.1241	544	2e-108	1	271	40	312	0.9963099631
CBM91.hmm	200	fig|2005473.93.peg.1241	544	1.2e-21	4	195	346	541	0.955
CE8.hmm	288	fig|2005473.93.peg.1242	320	6.1e-94	2	282	28	304	0.972222222222
CE12.hmm	210	fig|2005473.93.peg.1248	664	2.2e-73	1	210	415	649	0.995238095238
GH28.hmm	325	fig|2005473.93.peg.1249	873	5.7e-81	6	309	68	439	0.932307692308
GH105.hmm	332	fig|2005473.93.peg.1249	873	3.9e-112	5	331	488	850	0.981927710843
GT28.hmm	157	fig|2005473.93.peg.126	366	8e-45	2	156	192	349	0.980891719745
GT119.hmm	360	fig|2005473.93.peg.127	454	2.3e-48	1	358	45	423	0.991666666667
GH77.hmm	494	fig|2005473.93.peg.1275	892	6.4e-148	2	487	245	885	0.981781376518
GH20.hmm	337	fig|2005473.93.peg.1276	610	2e-49	8	335	110	390	0.970326409496
GH133.hmm	372	fig|2005473.93.peg.1280	647	3.1e-87	8	372	287	637	0.978494623656
GT4.hmm	160	fig|2005473.93.peg.1281	419	1.6e-35	8	156	242	387	0.925
GH57.hmm	383	fig|2005473.93.peg.1282	500	9.8e-65	2	314	6	327	0.814621409922
GH23.hmm	135	fig|2005473.93.peg.1305	547	2.8e-24	4	120	123	259	0.859259259259
GH31_15.hmm	426	fig|2005473.93.peg.1325	888	8.8e-165	1	426	205	650	0.99765258216
GH43_24.hmm	246	fig|2005473.93.peg.1329	644	5.9e-88	2	246	62	350	0.991869918699
GH16_3.hmm	230	fig|2005473.93.peg.1329	644	3.4e-60	1	229	393	642	0.991304347826
GH163.hmm	251	fig|2005473.93.peg.1338	732	1.6e-105	1	250	195	448	0.99203187251
GH97.hmm	631	fig|2005473.93.peg.1353	703	2e-232	11	630	20	699	0.980982567353
GH31_16.hmm	431	fig|2005473.93.peg.1372	750	3.8e-230	1	431	187	615	0.997679814385
