feature_id	location	type	function	aliases	protein_md5
fig|2005473.93.peg.1	NODE_1_length_253517_cov_554.000126_57+1692	CDS	hypothetical protein		87fe28822c0c7654179a8e79b29fbc0d
fig|2005473.93.peg.2	NODE_1_length_253517_cov_554.000126_1940+2043	CDS	Endothelin-converting enzyme 1 precursor (EC 3.4.24.71)		717ef114b59472dd06dfa8cf47f46b63
fig|2005473.93.peg.3	NODE_1_length_253517_cov_554.000126_4518-453	CDS	Ribose-5-phosphate isomerase B (EC 5.3.1.6)		e8c612f896eefc12d0abfb3b8376ca96
fig|2005473.93.peg.4	NODE_1_length_253517_cov_554.000126_6377-1833	CDS	Efflux ABC transporter, permease/ATP-binding protein		522aca2d56be419b6f2d0b984e739f2f
fig|2005473.93.peg.5	NODE_1_length_253517_cov_554.000126_6559+978	CDS	hypothetical protein		04f5b7da592b005aa74f1edd04c4a5e1
fig|2005473.93.peg.6	NODE_1_length_253517_cov_554.000126_7511+795	CDS	Thymidylate synthase (EC 2.1.1.45)		dc7f6dea40c0653389f80d6d94729c0e
fig|2005473.93.peg.7	NODE_1_length_253517_cov_554.000126_8302+558	CDS	Dihydrofolate reductase (EC 1.5.1.3)		951e8985931576e5e63d75d48faddc92
fig|2005473.93.peg.8	NODE_1_length_253517_cov_554.000126_9151+2757	CDS	Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family		01965f29ac83c46c4ffe3d0d27493bd3
fig|2005473.93.peg.9	NODE_1_length_253517_cov_554.000126_11929+1647	CDS	hypothetical protein		65632c4b9471ef9fbf48be27314358c0
fig|2005473.93.peg.10	NODE_1_length_253517_cov_554.000126_13969+549	CDS	hypothetical protein		c753b9ad8fefb9c21303b72bc1921a54
fig|2005473.93.peg.11	NODE_1_length_253517_cov_554.000126_15425-753	CDS	hypothetical protein		a87684a421c2712659284e25e86b29aa
fig|2005473.93.peg.12	NODE_1_length_253517_cov_554.000126_16529-1080	CDS	hypothetical protein		acf6c68f6d055bf1c2a24ba6a0a8628b
fig|2005473.93.peg.13	NODE_1_length_253517_cov_554.000126_16636-117	CDS	hypothetical protein		67fcda3dd7aa78f701711adab8065856
fig|2005473.93.peg.14	NODE_1_length_253517_cov_554.000126_16910+1272	CDS	Gate supefamily SpmA/SpmB domains protein		0580ea0a0dfb772458427ab88da1f49b
fig|2005473.93.peg.15	NODE_1_length_253517_cov_554.000126_18306+441	CDS	Metal-dependent hydrolase YbeY, involved in rRNA and/or ribosome maturation and assembly		1a24cdf25fa00146c9c327c3720fc464
fig|2005473.93.peg.16	NODE_1_length_253517_cov_554.000126_18736+1878	CDS	tRNA-5-carboxymethylaminomethyl-2-thiouridine(34) synthesis protein MnmG		da9825a38d468073a1e77a9d534b4374
fig|2005473.93.peg.17	NODE_1_length_253517_cov_554.000126_20673+519	CDS	Adenine phosphoribosyltransferase (EC 2.4.2.7)		01f84add986995902ca5eaeafcc121e9
fig|2005473.93.peg.18	NODE_1_length_253517_cov_554.000126_21242+1827	CDS	Excinuclease ABC subunit C		96237cbab15dcf1bd06f246c9e883f74
fig|2005473.93.peg.19	NODE_1_length_253517_cov_554.000126_25217-2043	CDS	hypothetical protein		73e6f88da61fb846411344e00f9bf44f
fig|2005473.93.peg.20	NODE_1_length_253517_cov_554.000126_26494-1278	CDS	hypothetical protein		11a94f267dc4a1413192e7e39a4318b7
fig|2005473.93.peg.21	NODE_1_length_253517_cov_554.000126_27366-849	CDS	Polysaccharide export outer membrane protein		f19e64043ffbd88ce6528881032fdf44
fig|2005473.93.peg.22	NODE_1_length_253517_cov_554.000126_28546-1104	CDS	hypothetical protein		0cdef1665841ccb0dc9e90631bb448d9
fig|2005473.93.peg.23	NODE_1_length_253517_cov_554.000126_29660-1104	CDS	Glycosyltransferase		be9efdf2bc733f60c2e5efa112227b30
fig|2005473.93.peg.24	NODE_1_length_253517_cov_554.000126_31201-1455	CDS	hypothetical protein		b3d59b424837436a198ccbac5a81e433
fig|2005473.93.peg.25	NODE_1_length_253517_cov_554.000126_32533-1209	CDS	Carboxynorspermidine synthase (EC 1.5.1.43)		148df4ac5e3d0215ebf8aeeef88674a7
fig|2005473.93.peg.26	NODE_1_length_253517_cov_554.000126_33012-456	CDS	Large-conductance mechanosensitive channel		2df8e997cf3391eb6fde5ab192ad7baa
fig|2005473.93.peg.27	NODE_1_length_253517_cov_554.000126_33261+1011	CDS	NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)		e240f07f282ffbecf653be107844316f
fig|2005473.93.peg.28	NODE_1_length_253517_cov_554.000126_34651+6015	CDS	hypothetical protein		7912126b3c1ddd79ce3d2f01ea8f63a0
fig|2005473.93.peg.29	NODE_1_length_253517_cov_554.000126_41363-591	CDS	hypothetical protein		b73c2121380ec56e0380b58a345e7410
fig|2005473.93.peg.30	NODE_1_length_253517_cov_554.000126_41845-306	CDS	hypothetical protein		4110050af0a465df6c1ca21b6b5bbcb2
fig|2005473.93.peg.31	NODE_1_length_253517_cov_554.000126_42538-654	CDS	Uracil phosphoribosyltransferase (EC 2.4.2.9)		7d6042da7ae2bbe91292714e7125ea06
fig|2005473.93.peg.32	NODE_1_length_253517_cov_554.000126_43207-630	CDS	hypothetical protein		2b74f88bced3bb7798890e0fd8892144
fig|2005473.93.peg.33	NODE_1_length_253517_cov_554.000126_44744-1515	CDS	putative auxin-regulated protein		6d2285e689841a7d0ac5559e2970ea7a
fig|2005473.93.peg.34	NODE_1_length_253517_cov_554.000126_44879+366	CDS	hypothetical protein		6725c97130dbc413a246acd2f6f2e2f9
fig|2005473.93.peg.35	NODE_1_length_253517_cov_554.000126_46609-1233	CDS	RecA protein		656a50fe28be48ee887483e0284397af
fig|2005473.93.peg.36	NODE_1_length_253517_cov_554.000126_47187-477	CDS	Transcriptional regulator, AsnC family		ec31fb75c3ea3b02401cbb64de086510
fig|2005473.93.peg.37	NODE_1_length_253517_cov_554.000126_47339+1293	CDS	O-acetylhomoserine sulfhydrylase (EC 2.5.1.49) @ O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)		37d67693b5ab91a8b04ef44a270a9a31
fig|2005473.93.peg.38	NODE_1_length_253517_cov_554.000126_50236-1188	CDS	Cystathionine beta-lyase (EC 4.4.1.8)		6615adf06653a8ea70531afd43394e67
fig|2005473.93.peg.39	NODE_1_length_253517_cov_554.000126_50393+2268	CDS	Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase (EC 3.1.7.2) / GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase II		1154b26627ae938e98e590de8b1a842b
fig|2005473.93.peg.40	NODE_1_length_253517_cov_554.000126_52719+2052	CDS	Membrane protein containing HD superfamily hydrolase domain, YQFF ortholog		61c834eff1afc91103c4a18411b2ef89
