HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT4.hmm	160	fig|2005473.95.peg.1010	359	2.9e-32	8	157	181	329	0.93125
GT128.hmm	149	fig|2005473.95.peg.1018	425	4.4e-47	2	149	178	335	0.986577181208
GT4.hmm	160	fig|2005473.95.peg.1020	367	1.2e-17	7	145	194	334	0.8625
GH33.hmm	342	fig|2005473.95.peg.1092	663	1.9e-21	22	323	307	644	0.880116959064
CBM20.hmm	90	fig|2005473.95.peg.1095	892	8.8e-16	3	87	131	219	0.933333333333
GH77.hmm	494	fig|2005473.95.peg.1095	892	4.5e-147	2	487	245	885	0.981781376518
GH20.hmm	337	fig|2005473.95.peg.1096	610	2e-49	8	335	110	390	0.970326409496
GH133.hmm	372	fig|2005473.95.peg.1099	647	2.1e-87	8	372	287	637	0.978494623656
GT4.hmm	160	fig|2005473.95.peg.1100	415	1.6e-35	8	156	238	383	0.925
GH57.hmm	383	fig|2005473.95.peg.1101	500	1.6e-64	2	314	6	327	0.814621409922
GH23.hmm	135	fig|2005473.95.peg.1124	547	2.8e-24	4	120	123	259	0.859259259259
GT35.hmm	674	fig|2005473.95.peg.1151	853	9.5e-128	20	612	124	691	0.878338278932
GT3.hmm	637	fig|2005473.95.peg.1152	551	1e-112	1	346	13	346	0.541601255887
GH29.hmm	346	fig|2005473.95.peg.1169	600	1.1e-78	33	340	46	372	0.887283236994
GT5.hmm	472	fig|2005473.95.peg.1170	272	2.1e-35	1	217	5	234	0.457627118644
GT51.hmm	177	fig|2005473.95.peg.1191	787	5.1e-60	3	177	64	245	0.983050847458
GH85.hmm	315	fig|2005473.95.peg.120	1008	8.4e-36	14	315	117	433	0.955555555556
GH92.hmm	491	fig|2005473.95.peg.1208	750	7.1e-169	4	490	244	749	0.989816700611
GT30.hmm	177	fig|2005473.95.peg.1214	416	6.1e-44	12	176	47	207	0.926553672316
GH109.hmm	399	fig|2005473.95.peg.1233	480	2.5e-170	3	397	59	462	0.987468671679
CE4.hmm	130	fig|2005473.95.peg.1247	217	3.6e-25	4	120	34	146	0.892307692308
GT117.hmm	245	fig|2005473.95.peg.1248	1157	4.4e-38	2	205	24	245	0.828571428571
GT2.hmm	170	fig|2005473.95.peg.1287	333	8.3e-23	1	128	9	133	0.747058823529
GH20.hmm	337	fig|2005473.95.peg.1301	776	3.7e-126	8	336	154	509	0.973293768546
GH92.hmm	491	fig|2005473.95.peg.1305	752	1.3e-182	4	491	244	751	0.991853360489
CE19.hmm	332	fig|2005473.95.peg.1310	394	3.9e-29	4	288	67	393	0.855421686747
GT83.hmm	540	fig|2005473.95.peg.1323	578	2.2e-70	3	482	13	524	0.887037037037
GH33.hmm	342	fig|2005473.95.peg.1328	499	2.7e-92	10	340	120	489	0.964912280702
GH33.hmm	342	fig|2005473.95.peg.1332	375	5.5e-84	9	329	39	358	0.93567251462
GT19.hmm	354	fig|2005473.95.peg.1363	379	2.3e-110	2	352	4	357	0.988700564972
GH32.hmm	293	fig|2005473.95.peg.1414	483	1.1e-65	1	293	33	324	0.996587030717
GH32.hmm	293	fig|2005473.95.peg.1418	616	2.3e-87	1	290	144	446	0.986348122867
GT2.hmm	170	fig|2005473.95.peg.1433	440	5.3e-23	1	142	200	345	0.829411764706
