Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
fig|2005473.95.peg.1010	-	GT4(181-329)	GT4_e1166	GT4	N	3
fig|2005473.95.peg.1018	N	GT128(178-335)	N	GT128	N	2
fig|2005473.95.peg.1020	-	GT4(194-334)	GT4_e1470	GT4	N	3
fig|2005473.95.peg.1092	-	GH33(307-644)	GH33_e4	N	Y(1-19)	2
fig|2005473.95.peg.1095	2.4.1.25	CBM20(131-219)+GH77(245-885)	CBM20_e2+CBM20_e2+GH77_e22	CBM20+GH77	N	3
fig|2005473.95.peg.1096	-	GH20(110-390)	GH20_e44	GH20	Y(1-20)	3
fig|2005473.95.peg.1099	-	GH133(287-637)	GH133_e1	GH133	N	3
fig|2005473.95.peg.1100	-	GT4(238-383)	GT4_e602	GT4	N	3
fig|2005473.95.peg.1101	-	GH57(6-327)	GH57_e10	GH57	N	3
fig|2005473.95.peg.1124	-	GH23(123-259)	GH23_e330+CBM50_e954	CBM50+GH23	Y(1-20)	3
fig|2005473.95.peg.1151	2.4.1.1	GT35(124-691)	GT35_e7	GT35	N	3
fig|2005473.95.peg.1152	-	GT3(13-346)	GT3_e2	GT3	N	3
fig|2005473.95.peg.1169	3.2.1.111|3.2.1.51	GH29(46-372)	GH29_e30	CBM0+GH29	N	3
fig|2005473.95.peg.1170	-	GT5(5-234)	GT5_e28	GT5	N	3
fig|2005473.95.peg.1191	-	GT51(64-245)	GT51_e160	GT51	N	3
fig|2005473.95.peg.120	-	GH85(117-433)	GH85_e9	GH85	Y(1-24)	3
fig|2005473.95.peg.1208	3.2.1.-|3.2.1.113|3.2.1.114|3.2.1.24	GH92(244-749)	GH92_e0	GH92	Y(1-24)	3
fig|2005473.95.peg.1214	-	GT30(47-207)	GT30_e38	GT30	N	3
fig|2005473.95.peg.1233	-	GH109(59-462)	GH109_e5	GH109	Y(1-22)	3
fig|2005473.95.peg.1247	-	CE4(34-146)	CE4_e140	CE4	N	3
fig|2005473.95.peg.1248	N	GT117(24-245)	N	N	N	1
fig|2005473.95.peg.1287	-	GT2(9-133)	GT2	GT2	N	3
