Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
fig|2005473.92.peg.1014	-	GH3(62-282)	-	-	N	1
fig|2005473.92.peg.1015	-	GH2(32-534)	-	-	Y(1-24)	1
fig|2005473.92.peg.1016	-	GH31_4(194-674)	-	-	N	1
fig|2005473.92.peg.1017	-	GH43_12(58-353)+CBM91(382-553)	-	-	Y(1-36)	1
fig|2005473.92.peg.1019	-	GH97(65-582)	-	-	Y(1-24)	1
fig|2005473.92.peg.1020	-	GH95(23-751)	-	-	N	1
fig|2005473.92.peg.1021	-	GH43_10(34-300)+CBM91(327-533)	-	-	Y(1-21)	1
fig|2005473.92.peg.1027	-	GH10(328-554)	-	-	N	1
fig|2005473.92.peg.1028	-	GH30_8(135-516)	-	-	Y(1-25)	1
fig|2005473.92.peg.1029	-	GH97(22-655)	-	-	Y(1-21)	1
fig|2005473.92.peg.1031	-	GH43_12(70-366)+CBM91(397-580)	-	-	N	1
fig|2005473.92.peg.1033	-	GH31_4(472-928)	-	-	N	1
fig|2005473.92.peg.1035	-	GH10(27-362)	-	-	Y(1-25)	1
fig|2005473.92.peg.1036	-	GH43_1(14-319)	-	-	N	1
fig|2005473.92.peg.1094	-	GH16_3(200-460)	-	-	Y(1-22)	1
fig|2005473.92.peg.1114	-	GH3(54-310)	-	-	Y(1-20)	1
fig|2005473.92.peg.1125	-	GH25(52-221)	-	-	N	1
fig|2005473.92.peg.1387	-	GT35(249-751)	-	-	N	1
fig|2005473.92.peg.1388	-	GT3(17-359)	-	-	N	1
fig|2005473.92.peg.1497	-	GT4(185-337)	-	-	N	1
fig|2005473.92.peg.1500	-	GT117(26-277)	-	-	N	1
fig|2005473.92.peg.1528	-	GH23(127-259)	-	-	Y(1-21)	1
fig|2005473.92.peg.1565	-	CBM98(34-132)+GH13_47(410-709)	-	-	Y(1-22)	1
fig|2005473.92.peg.1687	-	GH115(39-838)	-	-	Y(1-21)	1
fig|2005473.92.peg.1812	-	GT2(4-164)	-	-	N	1
fig|2005473.92.peg.1840	-	GH43_31(36-298)	-	-	Y(1-32)	1
fig|2005473.92.peg.1842	-	GH31_15(192-615)	-	-	Y(1-24)	1
fig|2005473.92.peg.1876	-	GH92(266-754)	-	-	N	1
fig|2005473.92.peg.1877	-	CBM13(406-546)	-	-	Y(1-21)	1
fig|2005473.92.peg.1882	-	GH28(47-395)	-	-	Y(1-21)	1
fig|2005473.92.peg.1902	-	GT4(186-330)	-	-	N	1
fig|2005473.92.peg.1906	-	GT2(25-162)	-	-	N	1
fig|2005473.92.peg.1936	-	GH24(35-150)	-	-	Y(1-19)	1
fig|2005473.92.peg.1942	-	GH32(62-351)	-	-	Y(1-25)	1
fig|2005473.92.peg.1944	-	GH32(147-448)	-	-	Y(1-27)	1
fig|2005473.92.peg.1954	-	GH30_3(73-496)	-	-	Y(1-38)	1
fig|2005473.92.peg.1956	-	GH3(91-310)	-	-	N	1
fig|2005473.92.peg.1959	-	GH88(14-253)	-	-	N	1
fig|2005473.92.peg.2011	-	GH36(27-714)	-	-	Y(1-25)	1
fig|2005473.92.peg.2211	-	GH13_37(47-351)	-	-	N	1
fig|2005473.92.peg.2243	-	GH2(80-1011)	-	-	N	1
fig|2005473.92.peg.2251	-	GH78(293-839)	-	-	Y(1-22)	1
fig|2005473.92.peg.2252	-	GH92(244-753)	-	-	Y(1-22)	1
fig|2005473.92.peg.2254	-	GH76(78-447)	-	-	Y(1-28)	1
fig|2005473.92.peg.2258	-	GH92(237-722)	-	-	Y(1-24)	1
fig|2005473.92.peg.2259	-	GH76(44-402)	-	-	Y(1-34)	1
fig|2005473.92.peg.2276	-	GH18(52-355)	-	-	N	1
fig|2005473.92.peg.2277	-	GT4(156-283)	-	-	N	1
fig|2005473.92.peg.2280	-	GT26(51-219)	-	-	N	1
fig|2005473.92.peg.2314	-	GH13_37(58-366)	-	-	Y(1-24)	1
fig|2005473.92.peg.2330	-	GH92(242-744)	-	-	N	1
fig|2005473.92.peg.2341	-	GH29(21-348)	-	-	Y(1-19)	1
fig|2005473.92.peg.2385	-	GH95(20-787)	-	-	Y(1-21)	1
fig|2005473.92.peg.2387	-	GH5_4(253-555)	-	-	Y(1-19)	1
fig|2005473.92.peg.2392	-	GH31_4(381-849)	-	-	Y(1-27)	1
fig|2005473.92.peg.2393	-	GH2(26-646)	-	-	Y(1-27)	1
fig|2005473.92.peg.2394	-	GH3(55-274)	-	-	N	1
fig|2005473.92.peg.2464	-	GH133(285-637)	-	-	N	1
fig|2005473.92.peg.2465	-	GT4(241-388)	-	-	N	1
fig|2005473.92.peg.2466	-	GH57(6-322)	-	-	N	1
fig|2005473.92.peg.2488	-	GH43_4(166-525)	-	-	Y(1-23)	1
fig|2005473.92.peg.2496	-	GH43_4(51-363)	-	-	Y(1-20)	1
fig|2005473.92.peg.250	-	GT2(3-132)	-	-	N	1
fig|2005473.92.peg.2513	-	GT4(203-319)	-	-	N	1
fig|2005473.92.peg.2517	-	GT2(8-117)	-	-	N	1
fig|2005473.92.peg.2535	-	GH16_3(225-460)	-	-	Y(1-22)	1
fig|2005473.92.peg.2538	-	CBM103(132-293)	-	-	Y(1-25)	1
fig|2005473.92.peg.2539	-	GH5_46(94-350)	-	-	Y(1-31)	1
fig|2005473.92.peg.2544	-	CE1(510-720)	-	-	Y(1-24)	1
fig|2005473.92.peg.2548	-	CE7(123-394)	-	-	N	1
fig|2005473.92.peg.2549	-	GH5_2(43-276)	-	-	Y(1-24)	1
fig|2005473.92.peg.2575	-	GH43_19(77-301)+GH43_34(332-628)	-	-	Y(1-26)	1
fig|2005473.92.peg.2576	-	GH97(14-618)	-	-	Y(1-19)	1
fig|2005473.92.peg.2577	-	GH146(50-553)	-	-	Y(1-24)	1
fig|2005473.92.peg.2579	-	GH88(89-407)	-	-	Y(1-37)	1
fig|2005473.92.peg.2580	-	GH43_10(48-321)+CBM91(347-550)	-	-	Y(1-42)	1
fig|2005473.92.peg.2599	-	GH31_4(214-708)	-	-	Y(1-21)	1
fig|2005473.92.peg.2617	-	GT2(16-193)	-	-	N	1
fig|2005473.92.peg.2629	-	GH18(1-210)	-	-	N	1
fig|2005473.92.peg.2649	-	GH27(129-361)	-	-	Y(1-17)	1
fig|2005473.92.peg.2652	-	GH36(24-710)	-	-	Y(1-23)	1
fig|2005473.92.peg.2654	-	CE20(105-366)	-	-	Y(1-21)	1
fig|2005473.92.peg.2655	-	GH5_7(64-369)	-	-	N	1
fig|2005473.92.peg.2660	-	GH26(146-463)	-	-	Y(1-21)	1
fig|2005473.92.peg.2661	-	GH26(50-301)	-	-	Y(1-23)	1
fig|2005473.92.peg.2662	-	GH130_1(49-359)	-	-	N	1
fig|2005473.92.peg.2676	-	CE20(111-373)	-	-	Y(1-20)	1
fig|2005473.92.peg.268	-	GH27(267-501)	-	-	Y(1-27)	1
fig|2005473.92.peg.2681	-	GH97(18-705)	-	-	Y(1-28)	1
fig|2005473.92.peg.2682	-	GH66(53-604)	-	-	Y(1-23)	1
fig|2005473.92.peg.269	-	GH110(23-591)	-	-	Y(1-21)	1
fig|2005473.92.peg.2693	-	GH43_29(47-335)	-	-	Y(1-21)	1
fig|2005473.92.peg.2694	-	GH43_2(25-303)+GH8(507-832)	-	-	Y(1-25)	1
fig|2005473.92.peg.2695	-	GH43_7(27-297)	-	-	Y(1-22)	1
fig|2005473.92.peg.270	-	GH2(36-599)	-	-	Y(1-24)	1
fig|2005473.92.peg.271	-	CE20(103-360)	-	-	Y(1-20)	1
fig|2005473.92.peg.272	-	GH36(35-719)	-	-	Y(1-23)	1
fig|2005473.92.peg.2766	-	CE11(3-296)	-	-	N	1
fig|2005473.92.peg.2775	-	GH13_38(36-400)	-	-	N	1
fig|2005473.92.peg.2793	-	GH175(215-392)	-	-	Y(1-24)	1
fig|2005473.92.peg.2794	-	CE1(440-665)	-	-	N	1
fig|2005473.92.peg.2803	-	GT119(5-193)+GT119(247-458)	-	-	N	1
fig|2005473.92.peg.2808	-	GH13_28(41-352)	-	-	Y(1-20)	1
fig|2005473.92.peg.2841	-	GH35(50-361)	-	-	Y(1-34)	1
fig|2005473.92.peg.2844	-	GT2(201-331)	-	-	N	1
fig|2005473.92.peg.2870	-	GH29(49-461)	-	-	Y(1-20)	1
fig|2005473.92.peg.2879	-	GH115(43-820)	-	-	Y(1-25)	1
fig|2005473.92.peg.2904	-	GH43_35(24-342)	-	-	N	1
fig|2005473.92.peg.2909	-	CE19(34-176)	-	-	N	1
fig|2005473.92.peg.2921	-	CE1(86-269)	-	-	Y(1-28)	1
fig|2005473.92.peg.2944	-	GT4(215-364)	-	-	N	1
fig|2005473.92.peg.3000	-	GT2(9-146)	-	-	N	1
fig|2005473.92.peg.3001	-	GT11(2-287)	-	-	N	1
fig|2005473.92.peg.3007	-	GT2(6-139)	-	-	N	1
fig|2005473.92.peg.3009	-	GT2(7-122)	-	-	N	1
fig|2005473.92.peg.3050	-	GH43_3(29-314)	-	-	Y(1-24)	1
fig|2005473.92.peg.3109	-	CE1(39-222)	-	-	Y(1-25)	1
fig|2005473.92.peg.3170	-	GH24(39-160)	-	-	N	1
fig|2005473.92.peg.3175	-	GH43_29(25-298)+CBM6(319-444)	-	-	Y(1-21)	1
fig|2005473.92.peg.3197	-	GH105(55-379)+GH154(388-749)	-	-	Y(1-57)	1
fig|2005473.92.peg.3199	-	GH43_24(50-333)+PL42(381-673)	-	-	Y(1-24)	1
fig|2005473.92.peg.3246	-	GT51(94-266)	-	-	N	1
fig|2005473.92.peg.3270	-	GH84(175-469)	-	-	N	1
fig|2005473.92.peg.3372	-	GH67(78-657)	-	-	Y(1-27)	1
fig|2005473.92.peg.3385	-	GH35(33-208)	-	-	N	1
fig|2005473.92.peg.3403	-	GH2(36-600)	-	-	Y(1-26)	1
fig|2005473.92.peg.3409	-	GH125(73-472)	-	-	Y(1-23)	1
fig|2005473.92.peg.3442	-	GH30_4(62-548)	-	-	Y(1-21)	1
fig|2005473.92.peg.3443	-	GH2(36-586)	-	-	Y(1-30)	1
fig|2005473.92.peg.3446	-	GH2(27-606)	-	-	Y(1-23)	1
fig|2005473.92.peg.3447	-	GH53(45-329)	-	-	Y(1-37)	1
fig|2005473.92.peg.3467	-	GH26(45-373)	-	-	Y(1-21)	1
fig|2005473.92.peg.3468	-	GH173(79-347)	-	-	Y(1-25)	1
fig|2005473.92.peg.3469	-	GH173(82-344)	-	-	Y(1-24)	1
fig|2005473.92.peg.3473	-	GH130_5(4-335)	-	-	N	1
fig|2005473.92.peg.3544	-	GH2(57-924)	-	-	Y(1-30)	1
fig|2005473.92.peg.3546	-	GH76(72-377)	-	-	Y(1-27)	1
fig|2005473.92.peg.361	-	GH73(36-163)	-	-	Y(1-24)	1
fig|2005473.92.peg.3625	-	GH23(304-457)	-	-	Y(1-27)	1
fig|2005473.92.peg.3665	-	GH2(21-609)	-	-	Y(1-24)	1
fig|2005473.92.peg.367	-	GH127(261-537)	-	-	Y(1-22)	1
fig|2005473.92.peg.3700	-	GT2(11-175)	-	-	N	1
fig|2005473.92.peg.3718	-	GT119(49-416)	-	-	N	1
fig|2005473.92.peg.3719	-	GT28(203-360)	-	-	N	1
fig|2005473.92.peg.3744	-	GT30(52-214)	-	-	N	1
fig|2005473.92.peg.3747	-	GT9(82-322)	-	-	N	1
fig|2005473.92.peg.3750	-	GT4(218-362)	-	-	N	1
fig|2005473.92.peg.3752	-	GT4(184-332)	-	-	N	1
fig|2005473.92.peg.3753	-	GT113(18-342)	-	-	N	1
fig|2005473.92.peg.3755	-	GH51_2(211-647)	-	-	Y(1-27)	1
fig|2005473.92.peg.3756	-	GH43_9(26-292)+CBM91(312-487)+GH43_19(540-779)	-	-	Y(1-20)	1
fig|2005473.92.peg.3776	-	GH43_26(30-333)	-	-	N	1
fig|2005473.92.peg.3778	-	GH25(194-383)	-	-	N	1
fig|2005473.92.peg.3830	-	GH89(47-730)	-	-	N	1
fig|2005473.92.peg.3857	-	GH32(264-568)	-	-	Y(1-21)	1
fig|2005473.92.peg.3884	-	CE1(1-220)	-	-	N	1
fig|2005473.92.peg.3889	-	GT2(21-138)	-	-	N	1
fig|2005473.92.peg.3924	-	GT2(11-139)	-	-	N	1
fig|2005473.92.peg.3925	-	GT4(219-346)	-	-	N	1
fig|2005473.92.peg.3927	-	GT122(10-313)	-	-	N	1
fig|2005473.92.peg.3929	-	GT4(193-345)	-	-	N	1
fig|2005473.92.peg.3940	-	GT2(6-130)	-	-	N	1
fig|2005473.92.peg.3980	-	GH51_2(371-825)	-	-	Y(1-20)	1
fig|2005473.92.peg.4053	-	GH97(14-645)	-	-	Y(1-23)	1
fig|2005473.92.peg.4054	-	GH31_15(235-661)	-	-	N	1
fig|2005473.92.peg.4059	-	GH2(29-693)	-	-	N	1
fig|2005473.92.peg.4067	-	GH2(37-599)	-	-	N	1
fig|2005473.92.peg.416	-	GH63(225-633)	-	-	Y(1-25)	1
fig|2005473.92.peg.4161	-	GH2(29-542)	-	-	N	1
fig|2005473.92.peg.417	-	GH2(62-908)	-	-	Y(1-20)	1
fig|2005473.92.peg.4208	-	GH97(12-644)	-	-	Y(1-21)	1
fig|2005473.92.peg.4239	-	GH2(52-904)	-	-	Y(1-20)	1
fig|2005473.92.peg.4280	-	GT19(33-388)	-	-	N	1
fig|2005473.92.peg.4298	-	GH78(443-973)	-	-	N	1
fig|2005473.92.peg.4326	-	CBM20(133-213)+GH77(245-884)	-	-	N	1
fig|2005473.92.peg.4336	-	GH2(878-1362)	-	-	Y(1-23)	1
fig|2005473.92.peg.4355	-	CE1(158-395)	-	-	Y(1-21)	1
fig|2005473.92.peg.4366	-	GH31_4(320-749)	-	-	Y(1-24)	1
fig|2005473.92.peg.438	-	GH51_2(197-656)	-	-	Y(1-21)	1
fig|2005473.92.peg.439	-	GH51_1(28-511)	-	-	Y(1-21)	1
fig|2005473.92.peg.450	-	GH13_8(194-514)	-	-	N	1
fig|2005473.92.peg.4517	-	GT30(6-71)	-	-	N	1
fig|2005473.92.peg.462	-	GT2(10-136)	-	-	N	1
fig|2005473.92.peg.464	-	GH3(119-335)	-	-	Y(1-31)	1
fig|2005473.92.peg.486	-	GH13_14(206-530)	-	-	Y(1-28)	1
fig|2005473.92.peg.587	-	GH3(119-346)	-	-	Y(1-24)	1
fig|2005473.92.peg.59	-	GH43_1(13-319)	-	-	N	1
fig|2005473.92.peg.60	-	GH10(29-367)	-	-	Y(1-21)	1
fig|2005473.92.peg.62	-	GH97(17-648)	-	-	Y(1-23)	1
fig|2005473.92.peg.626	-	GH127(43-575)	-	-	Y(1-28)	1
fig|2005473.92.peg.627	-	GH97(47-690)	-	-	N	1
fig|2005473.92.peg.628	-	GH43_34(16-289)+CBM32(319-430)	-	-	N	1
fig|2005473.92.peg.629	-	GH127(40-572)	-	-	Y(1-20)	1
fig|2005473.92.peg.63	-	CE6(90-200)	-	-	Y(1-23)	1
fig|2005473.92.peg.632	-	GT117(17-237)	-	-	N	1
fig|2005473.92.peg.633	-	CE4(27-136)	-	-	N	1
fig|2005473.92.peg.64	-	GH5_21(39-329)	-	-	Y(1-22)	1
fig|2005473.92.peg.647	-	GT2(9-172)	-	-	N	1
fig|2005473.92.peg.649	-	GT2(6-172)	-	-	N	1
fig|2005473.92.peg.65	-	GH43_29(22-309)+CBM6(324-456)	-	-	Y(1-21)	1
fig|2005473.92.peg.651	-	GT4(133-285)	-	-	N	1
fig|2005473.92.peg.653	-	GH16_3(48-275)	-	-	N	1
fig|2005473.92.peg.655	-	GT2(18-140)	-	-	N	1
fig|2005473.92.peg.66	-	CE1(148-375)	-	-	Y(1-20)	1
fig|2005473.92.peg.68	-	GH10(442-696)	-	-	Y(1-22)	1
fig|2005473.92.peg.680	-	GT2(80-205)	-	-	N	1
fig|2005473.92.peg.701	-	GH43_10(27-302)+CBM91(373-573)	-	-	Y(1-23)	1
fig|2005473.92.peg.702	-	GH51_2(216-665)	-	-	Y(1-28)	1
fig|2005473.92.peg.707	-	GH13_48(62-356)	-	-	Y(1-24)	1
fig|2005473.92.peg.709	-	GH20(254-637)	-	-	Y(1-20)	1
fig|2005473.92.peg.737	-	GH31(221-661)	-	-	N	1
fig|2005473.92.peg.74	-	GH43_12(62-357)+CBM91(387-568)	-	-	Y(1-36)	1
fig|2005473.92.peg.75	-	CE20(99-236)+CE20(407-533)	-	-	N	1
fig|2005473.92.peg.769	-	GH51_2(235-836)	-	-	Y(1-23)	1
fig|2005473.92.peg.77	-	GH146(33-534)	-	-	Y(1-21)	1
fig|2005473.92.peg.800	-	GH24(51-165)	-	-	N	1
fig|2005473.92.peg.838	-	GH73(14-145)	-	-	N	1
fig|2005473.92.peg.894	-	GH109(51-455)	-	-	Y(1-31)	1
fig|2005473.92.peg.931	-	GH28(142-438)	-	-	N	1
fig|2005473.92.peg.932	-	GH30_2(54-493)	-	-	Y(1-19)	1
fig|2005473.92.peg.938	-	GT2(6-171)	-	-	N	1
fig|2005473.92.peg.944	-	GT2(8-144)	-	-	N	1
