HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH3.hmm	216	fig|2005473.92.peg.1014	737	1e-67	3	215	62	282	0.981481481481
GH2.hmm	752	fig|2005473.92.peg.1015	797	2.4e-110	25	471	32	534	0.593085106383
GH31_4.hmm	435	fig|2005473.92.peg.1016	775	2.9e-166	1	435	194	674	0.997701149425
GH43_12.hmm	281	fig|2005473.92.peg.1017	554	1.1e-109	2	281	58	353	0.992882562278
CBM91.hmm	200	fig|2005473.92.peg.1017	554	1.8e-35	15	181	382	553	0.83
GH97.hmm	631	fig|2005473.92.peg.1019	584	2.3e-129	70	630	65	582	0.887480190174
GH95.hmm	722	fig|2005473.92.peg.1020	814	1.4e-288	7	713	23	751	0.97783933518
GH43_10.hmm	271	fig|2005473.92.peg.1021	545	1.1e-103	2	271	34	300	0.992619926199
CBM91.hmm	200	fig|2005473.92.peg.1021	545	7.5e-29	4	199	327	533	0.975
GH10.hmm	303	fig|2005473.92.peg.1027	564	5.7e-22	96	300	328	554	0.673267326733
GH30_8.hmm	388	fig|2005473.92.peg.1028	552	4.7e-97	4	357	135	516	0.909793814433
GH97.hmm	631	fig|2005473.92.peg.1029	660	9.1e-160	12	630	22	655	0.9793977813
GH43_12.hmm	281	fig|2005473.92.peg.1031	580	1.5e-105	2	281	70	366	0.992882562278
CBM91.hmm	200	fig|2005473.92.peg.1031	580	2.5e-48	4	182	397	580	0.89
GH31_4.hmm	435	fig|2005473.92.peg.1033	1266	6.7e-163	1	435	472	928	0.997701149425
GH10.hmm	303	fig|2005473.92.peg.1035	368	6.7e-101	2	299	27	362	0.980198019802
GH43_1.hmm	307	fig|2005473.92.peg.1036	329	2.8e-138	5	307	14	319	0.983713355049
GH16_3.hmm	230	fig|2005473.92.peg.1094	544	3.4e-46	3	230	200	460	0.986956521739
GH3.hmm	216	fig|2005473.92.peg.1114	871	2.8e-72	2	215	54	310	0.986111111111
GH25.hmm	177	fig|2005473.92.peg.1125	259	1.3e-43	1	177	52	221	0.994350282486
GT35.hmm	674	fig|2005473.92.peg.1387	855	2.3e-113	177	651	249	751	0.703264094955
GT3.hmm	637	fig|2005473.92.peg.1388	554	6.1e-111	1	354	17	359	0.554160125589
GT4.hmm	160	fig|2005473.92.peg.1497	363	4.6e-29	7	160	185	337	0.95625
GT117.hmm	245	fig|2005473.92.peg.1500	1142	5.9e-31	2	217	26	277	0.877551020408
GH23.hmm	135	fig|2005473.92.peg.1528	552	1.3e-23	3	116	127	259	0.837037037037
CBM98.hmm	105	fig|2005473.92.peg.1565	922	4.2e-26	8	104	34	132	0.914285714286
GH13_47.hmm	312	fig|2005473.92.peg.1565	922	5.9e-111	3	311	410	709	0.987179487179
GH115.hmm	697	fig|2005473.92.peg.1687	861	5.8e-272	4	697	39	838	0.994261119082
GT2.hmm	170	fig|2005473.92.peg.1812	316	5.7e-35	1	165	4	164	0.964705882353
GH43_31.hmm	269	fig|2005473.92.peg.1840	316	6.7e-91	3	265	36	298	0.973977695167
GH31_15.hmm	426	fig|2005473.92.peg.1842	841	2.7e-177	1	426	192	615	0.99765258216
GH92.hmm	491	fig|2005473.92.peg.1876	755	1.7e-171	3	485	266	754	0.9816700611
CBM13.hmm	188	fig|2005473.92.peg.1877	900	7.8e-19	3	133	406	546	0.691489361702
GH28.hmm	325	fig|2005473.92.peg.1882	438	3.2e-69	6	307	47	395	0.926153846154
GT4.hmm	160	fig|2005473.92.peg.1902	363	1e-25	9	152	186	330	0.89375
GT2.hmm	170	fig|2005473.92.peg.1906	302	1.1e-20	2	133	25	162	0.770588235294
GH24.hmm	137	fig|2005473.92.peg.1936	157	2.7e-18	9	137	35	150	0.934306569343
GH32.hmm	293	fig|2005473.92.peg.1942	509	8.4e-100	1	283	62	351	0.962457337884
GH32.hmm	293	fig|2005473.92.peg.1944	614	2.6e-86	1	289	147	448	0.982935153584
GH30_3.hmm	417	fig|2005473.92.peg.1954	497	2.3e-149	5	417	73	496	0.988009592326
GH3.hmm	216	fig|2005473.92.peg.1956	774	3.4e-63	3	214	91	310	0.976851851852
GH88.hmm	329	fig|2005473.92.peg.1959	256	8.9e-92	99	328	14	253	0.696048632219
GH36.hmm	688	fig|2005473.92.peg.2011	731	9.9e-208	2	687	27	714	0.995639534884
GH13_37.hmm	314	fig|2005473.92.peg.2211	464	7.6e-101	4	313	47	351	0.984076433121
GH2.hmm	752	fig|2005473.92.peg.2243	1126	2.6e-221	24	751	80	1011	0.966755319149
GH78.hmm	504	fig|2005473.92.peg.2251	859	1.3e-143	5	504	293	839	0.990079365079
GH92.hmm	491	fig|2005473.92.peg.2252	772	3.3e-180	2	491	244	753	0.995926680244
GH76.hmm	358	fig|2005473.92.peg.2254	490	1.8e-40	29	314	78	447	0.796089385475
GH92.hmm	491	fig|2005473.92.peg.2258	723	1.4e-175	5	486	237	722	0.979633401222
GH76.hmm	358	fig|2005473.92.peg.2259	437	1.7e-53	24	324	44	402	0.837988826816
GH18.hmm	296	fig|2005473.92.peg.2276	362	5.3e-67	4	291	52	355	0.969594594595
GT4.hmm	160	fig|2005473.92.peg.2277	332	8.6e-23	3	137	156	283	0.8375
GT26.hmm	171	fig|2005473.92.peg.2280	247	8.3e-33	6	169	51	219	0.953216374269
GH13_37.hmm	314	fig|2005473.92.peg.2314	480	1.5e-102	4	313	58	366	0.984076433121
GH92.hmm	491	fig|2005473.92.peg.2330	754	2e-153	2	491	242	744	0.995926680244
GH29.hmm	346	fig|2005473.92.peg.2341	429	7e-101	28	346	21	348	0.919075144509
GH95.hmm	722	fig|2005473.92.peg.2385	800	1.6e-261	4	719	20	787	0.990304709141
GH5_4.hmm	276	fig|2005473.92.peg.2387	585	1.5e-98	1	275	253	555	0.992753623188
GH31_4.hmm	435	fig|2005473.92.peg.2392	960	3.4e-181	1	435	381	849	0.997701149425
GH2.hmm	752	fig|2005473.92.peg.2393	840	1.7e-135	25	488	26	646	0.615691489362
GH3.hmm	216	fig|2005473.92.peg.2394	741	2.6e-69	4	215	55	274	0.976851851852
GH133.hmm	372	fig|2005473.92.peg.2464	657	1.3e-89	6	372	285	637	0.983870967742
GT4.hmm	160	fig|2005473.92.peg.2465	421	6.5e-37	7	157	241	388	0.9375
GH57.hmm	383	fig|2005473.92.peg.2466	484	8e-53	2	311	6	322	0.806788511749
GH43_4.hmm	321	fig|2005473.92.peg.2488	631	4e-88	2	321	166	525	0.993769470405
GH43_4.hmm	321	fig|2005473.92.peg.2496	487	3.8e-84	2	321	51	363	0.993769470405
GT2.hmm	170	fig|2005473.92.peg.250	328	9.8e-37	1	132	3	132	0.770588235294
GT4.hmm	160	fig|2005473.92.peg.2513	390	4.4e-25	8	128	203	319	0.75
GT2.hmm	170	fig|2005473.92.peg.2517	258	6.8e-34	1	111	8	117	0.647058823529
GH16_3.hmm	230	fig|2005473.92.peg.2535	463	5.9e-70	1	230	225	460	0.995652173913
CBM103.hmm	158	fig|2005473.92.peg.2538	638	1.5e-18	2	151	132	293	0.943037974684
GH5_46.hmm	262	fig|2005473.92.peg.2539	423	5.1e-98	3	259	94	350	0.977099236641
CE1.hmm	227	fig|2005473.92.peg.2544	752	5.5e-18	11	208	510	720	0.867841409692
CE7.hmm	313	fig|2005473.92.peg.2548	408	3.7e-73	18	301	123	394	0.904153354633
GH5_2.hmm	237	fig|2005473.92.peg.2549	319	2.5e-84	2	236	43	276	0.987341772152
GH43_19.hmm	229	fig|2005473.92.peg.2575	635	2.7e-75	2	224	77	301	0.96943231441
GH43_34.hmm	280	fig|2005473.92.peg.2575	635	1.1e-90	1	280	332	628	0.996428571429
GH97.hmm	631	fig|2005473.92.peg.2576	621	3.5e-162	9	630	14	618	0.984152139461
GH146.hmm	503	fig|2005473.92.peg.2577	636	4.6e-192	1	503	50	553	0.998011928429
GH88.hmm	329	fig|2005473.92.peg.2579	415	1.1e-123	6	328	89	407	0.978723404255
GH43_10.hmm	271	fig|2005473.92.peg.2580	557	2e-102	1	271	48	321	0.9963099631
CBM91.hmm	200	fig|2005473.92.peg.2580	557	4.3e-16	4	194	347	550	0.95
GH31_4.hmm	435	fig|2005473.92.peg.2599	812	3.3e-164	1	435	214	708	0.997701149425
GT2.hmm	170	fig|2005473.92.peg.2617	348	3.1e-24	1	168	16	193	0.982352941176
GH18.hmm	296	fig|2005473.92.peg.2629	217	1.6e-55	89	288	1	210	0.672297297297
GH27.hmm	229	fig|2005473.92.peg.2649	526	1.6e-69	6	228	129	361	0.96943231441
GH36.hmm	688	fig|2005473.92.peg.2652	735	1.8e-209	1	687	24	710	0.997093023256
CE20.hmm	249	fig|2005473.92.peg.2654	479	1.3e-76	3	248	105	366	0.983935742972
GH5_7.hmm	289	fig|2005473.92.peg.2655	422	4.3e-97	2	289	64	369	0.993079584775
GH26.hmm	303	fig|2005473.92.peg.2660	467	1.5e-86	2	302	146	463	0.990099009901
GH26.hmm	303	fig|2005473.92.peg.2661	365	3.9e-55	22	254	50	301	0.765676567657
GH130_1.hmm	313	fig|2005473.92.peg.2662	388	1.9e-173	1	313	49	359	0.996805111821
CE20.hmm	249	fig|2005473.92.peg.2676	486	2.1e-80	3	249	111	373	0.987951807229
GH27.hmm	229	fig|2005473.92.peg.268	539	2.9e-67	6	228	267	501	0.96943231441
GH97.hmm	631	fig|2005473.92.peg.2681	709	1.5e-260	5	630	18	705	0.990491283677
GH66.hmm	556	fig|2005473.92.peg.2682	604	9.5e-185	3	555	53	604	0.992805755396
GH110.hmm	548	fig|2005473.92.peg.269	603	2.6e-204	2	548	23	591	0.996350364964
GH43_29.hmm	278	fig|2005473.92.peg.2693	345	5.9e-107	1	277	47	335	0.992805755396
GH43_2.hmm	277	fig|2005473.92.peg.2694	845	6.8e-133	1	277	25	303	0.996389891697
GH8.hmm	320	fig|2005473.92.peg.2694	845	1.8e-80	23	319	507	832	0.925
GH43_7.hmm	271	fig|2005473.92.peg.2695	480	1.3e-155	1	271	27	297	0.9963099631
GH2.hmm	752	fig|2005473.92.peg.270	612	4e-97	25	490	36	599	0.61835106383
CE20.hmm	249	fig|2005473.92.peg.271	478	1.6e-86	4	248	103	360	0.979919678715
GH36.hmm	688	fig|2005473.92.peg.272	744	4.6e-213	2	687	35	719	0.995639534884
CE11.hmm	271	fig|2005473.92.peg.2766	460	4.8e-91	1	269	3	296	0.988929889299
GH13_38.hmm	371	fig|2005473.92.peg.2775	585	8.9e-158	1	370	36	400	0.99460916442
GH175.hmm	194	fig|2005473.92.peg.2793	439	9.7e-38	3	194	215	392	0.984536082474
CE1.hmm	227	fig|2005473.92.peg.2794	689	7.3e-17	5	207	440	665	0.88986784141
GT119.hmm	360	fig|2005473.92.peg.2803	464	1.2e-26	8	200	5	193	0.533333333333
GT119.hmm	360	fig|2005473.92.peg.2803	464	1e-44	152	359	247	458	0.575
GH13_28.hmm	287	fig|2005473.92.peg.2808	476	1.2e-100	1	286	41	352	0.993031358885
GH35.hmm	307	fig|2005473.92.peg.2841	800	1.9e-118	1	305	50	361	0.990228013029
GT2.hmm	170	fig|2005473.92.peg.2844	447	9.2e-19	1	129	201	331	0.752941176471
GH29.hmm	346	fig|2005473.92.peg.2870	577	1.5e-77	15	346	49	461	0.956647398844
GH115.hmm	697	fig|2005473.92.peg.2879	1026	1.3e-223	8	696	43	820	0.987087517934
GH43_35.hmm	305	fig|2005473.92.peg.2904	531	7.4e-113	1	303	24	342	0.990163934426
CE19.hmm	332	fig|2005473.92.peg.2909	346	6.1e-18	44	193	34	176	0.448795180723
CE1.hmm	227	fig|2005473.92.peg.2921	337	1.4e-19	1	202	86	269	0.885462555066
GT4.hmm	160	fig|2005473.92.peg.2944	397	6e-29	7	157	215	364	0.9375
GT2.hmm	170	fig|2005473.92.peg.3000	253	5.6e-38	1	138	9	146	0.805882352941
GT11.hmm	276	fig|2005473.92.peg.3001	288	6.8e-74	2	275	2	287	0.989130434783
GT2.hmm	170	fig|2005473.92.peg.3007	333	4.8e-31	1	131	6	139	0.764705882353
GT2.hmm	170	fig|2005473.92.peg.3009	330	3.2e-31	1	114	7	122	0.664705882353
GH43_3.hmm	301	fig|2005473.92.peg.3050	332	5e-105	1	301	29	314	0.996677740864
CE1.hmm	227	fig|2005473.92.peg.3109	380	2.3e-16	7	143	39	222	0.599118942731
GH24.hmm	137	fig|2005473.92.peg.3170	167	2.5e-17	3	137	39	160	0.978102189781
GH43_29.hmm	278	fig|2005473.92.peg.3175	444	2.7e-113	1	278	25	298	0.996402877698
CBM6.hmm	138	fig|2005473.92.peg.3175	444	2.1e-23	15	137	319	444	0.884057971014
GH105.hmm	332	fig|2005473.92.peg.3197	778	6.5e-81	8	332	55	379	0.975903614458
GH154.hmm	348	fig|2005473.92.peg.3197	778	5.5e-105	1	347	388	749	0.994252873563
GH43_24.hmm	246	fig|2005473.92.peg.3199	777	1e-92	4	246	50	333	0.983739837398
PL42.hmm	296	fig|2005473.92.peg.3199	777	1.8e-118	1	296	381	673	0.996621621622
GT51.hmm	177	fig|2005473.92.peg.3246	816	2.4e-59	10	177	94	266	0.943502824859
GH84.hmm	295	fig|2005473.92.peg.3270	712	1.1e-103	1	294	175	469	0.993220338983
GH67.hmm	669	fig|2005473.92.peg.3372	690	2.5e-264	80	665	78	657	0.874439461883
GH35.hmm	307	fig|2005473.92.peg.3385	568	3.4e-30	2	168	33	208	0.540716612378
GH2.hmm	752	fig|2005473.92.peg.3403	605	2.4e-94	23	489	36	600	0.619680851064
GH125.hmm	402	fig|2005473.92.peg.3409	486	1.4e-178	2	402	73	472	0.995024875622
GH30_4.hmm	491	fig|2005473.92.peg.3442	551	1.6e-164	4	490	62	548	0.989816700611
GH2.hmm	752	fig|2005473.92.peg.3443	802	6.5e-117	31	478	36	586	0.594414893617
GH2.hmm	752	fig|2005473.92.peg.3446	839	1.1e-108	30	482	27	606	0.601063829787
GH53.hmm	342	fig|2005473.92.peg.3447	353	4.4e-88	2	310	45	329	0.900584795322
GH26.hmm	303	fig|2005473.92.peg.3467	395	4.7e-59	1	295	45	373	0.970297029703
GH173.hmm	255	fig|2005473.92.peg.3468	493	1.2e-77	1	255	79	347	0.996078431373
GH173.hmm	255	fig|2005473.92.peg.3469	490	8.8e-75	1	255	82	344	0.996078431373
GH130_5.hmm	328	fig|2005473.92.peg.3473	355	3.3e-158	1	328	4	335	0.996951219512
GH2.hmm	752	fig|2005473.92.peg.3544	1041	7.8e-212	21	751	57	924	0.970744680851
GH76.hmm	358	fig|2005473.92.peg.3546	405	1.8e-71	39	333	72	377	0.821229050279
GH73.hmm	128	fig|2005473.92.peg.361	296	3.6e-37	3	128	36	163	0.9765625
GH23.hmm	135	fig|2005473.92.peg.3625	463	1.1e-20	15	123	304	457	0.8
GH2.hmm	752	fig|2005473.92.peg.3665	934	1.9e-54	24	465	21	609	0.586436170213
GH127.hmm	524	fig|2005473.92.peg.367	674	1.3e-31	246	522	261	537	0.526717557252
GT2.hmm	170	fig|2005473.92.peg.3700	315	1e-22	2	166	11	175	0.964705882353
