Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
fig|2005473.90.peg.100	-	GH146(40-550)	-	-	Y(1-27)	1
fig|2005473.90.peg.1009	-	GH97(14-653)	-	-	Y(1-22)	1
fig|2005473.90.peg.1055	-	GT51(85-266)	-	-	N	1
fig|2005473.90.peg.1068	-	GH2(18-596)	-	-	Y(1-20)	1
fig|2005473.90.peg.1074	-	GH13_48(55-348)	-	-	Y(1-22)	1
fig|2005473.90.peg.1100	-	GH32(145-448)	-	-	Y(1-26)	1
fig|2005473.90.peg.1120	-	GT2(5-100)	-	-	N	1
fig|2005473.90.peg.1121	-	GT2(12-117)	-	-	N	1
fig|2005473.90.peg.1123	-	GT2(5-108)	-	-	N	1
fig|2005473.90.peg.1124	-	GT2(22-143)	-	-	N	1
fig|2005473.90.peg.1125	-	GT2(9-140)	-	-	N	1
fig|2005473.90.peg.1139	-	CE4(22-133)	-	-	N	1
fig|2005473.90.peg.1140	-	GT117(16-238)	-	-	N	1
fig|2005473.90.peg.1198	-	GH13_37(45-348)	-	-	N	1
fig|2005473.90.peg.1199	-	GH31(209-648)	-	-	N	1
fig|2005473.90.peg.1222	-	GH10(32-362)+CE1(501-712)	-	-	Y(1-21)	1
fig|2005473.90.peg.1223	-	GH97(10-697)	-	-	Y(1-20)	1
fig|2005473.90.peg.1231	-	GH2(50-895)	-	-	Y(1-20)	1
fig|2005473.90.peg.1236	-	GH115(1-291)	-	-	N	1
fig|2005473.90.peg.1261	-	GT119(34-408)	-	-	N	1
fig|2005473.90.peg.1262	-	GT28(196-353)	-	-	N	1
fig|2005473.90.peg.1280	-	GT4(241-388)	-	-	N	1
fig|2005473.90.peg.1284	-	GT9(78-330)	-	-	N	1
fig|2005473.90.peg.1300	-	GH31_4(216-710)	-	-	Y(1-21)	1
fig|2005473.90.peg.1306	-	GT2(12-178)	-	-	N	1
fig|2005473.90.peg.1373	-	GT83(9-518)	-	-	N	1
fig|2005473.90.peg.1404	-	GH23(122-256)	-	-	Y(1-20)	1
fig|2005473.90.peg.1416	-	GT30(38-207)	-	-	N	1
fig|2005473.90.peg.1473	-	GH8(66-328)	-	-	Y(1-22)	1
fig|2005473.90.peg.1523	-	PL42(39-331)	-	-	Y(1-31)	1
fig|2005473.90.peg.1524	-	CE6(129-240)+GH51_2(552-978)	-	-	N	1
fig|2005473.90.peg.1559	-	GH2(19-571)	-	-	Y(1-21)	1
fig|2005473.90.peg.1564	-	GH13_8(192-512)	-	-	N	1
fig|2005473.90.peg.1577	-	GT19(4-357)	-	-	N	1
fig|2005473.90.peg.1587	-	GT2(58-227)	-	-	N	1
fig|2005473.90.peg.1591	-	GT92(42-148)	-	-	N	1
fig|2005473.90.peg.1592	-	GT4(246-380)	-	-	N	1
fig|2005473.90.peg.1593	-	GT122(30-341)	-	-	N	1
fig|2005473.90.peg.1603	-	GH43_29(21-308)+CBM6(332-455)	-	-	Y(1-20)	1
fig|2005473.90.peg.1607	-	GH29(32-358)	-	-	Y(1-29)	1
fig|2005473.90.peg.1609	-	GH29(54-360)	-	-	N	1
fig|2005473.90.peg.1610	-	GH29(29-439)	-	-	Y(1-29)	1
fig|2005473.90.peg.1612	-	GH25(46-213)	-	-	N	1
fig|2005473.90.peg.1626	-	GH3(96-308)	-	-	N	1
fig|2005473.90.peg.1632	-	GH43_34(27-325)	-	-	Y(1-19)	1
fig|2005473.90.peg.1633	-	GH30_2(54-500)	-	-	Y(1-24)	1
fig|2005473.90.peg.1646	-	GT2(4-167)	-	-	N	1
fig|2005473.90.peg.1677	-	GH43_19(80-306)	-	-	Y(1-27)	1
fig|2005473.90.peg.1688	-	GH146(35-535)	-	-	Y(1-23)	1
fig|2005473.90.peg.1693	-	GH51_1(29-513)	-	-	Y(1-23)	1
fig|2005473.90.peg.1694	-	GH43_29(1-241)	-	-	N	1
fig|2005473.90.peg.1696	-	GH51_2(198-658)	-	-	Y(1-22)	1
fig|2005473.90.peg.1697	-	GH43_4(54-365)	-	-	Y(1-23)	1
fig|2005473.90.peg.1704	-	GH43_4(167-527)	-	-	Y(1-64)	1
fig|2005473.90.peg.1709	-	GH51_2(213-667)	-	-	Y(1-22)	1
fig|2005473.90.peg.1731	-	GH127(39-570)	-	-	Y(1-20)	1
fig|2005473.90.peg.1732	-	GH43_34(31-305)+CBM32(334-452)	-	-	Y(1-21)	1
fig|2005473.90.peg.1733	-	GH97(5-646)	-	-	N	1
fig|2005473.90.peg.1734	-	GH127(40-572)	-	-	Y(1-30)	1
fig|2005473.90.peg.1755	-	GH57(6-323)	-	-	N	1
fig|2005473.90.peg.1756	-	GT4(240-388)	-	-	N	1
fig|2005473.90.peg.1757	-	GH133(286-637)	-	-	N	1
fig|2005473.90.peg.1807	-	GT2(7-122)	-	-	N	1
fig|2005473.90.peg.1831	-	GH105(48-373)+GH154(382-744)	-	-	Y(1-25)	1
fig|2005473.90.peg.1894	-	GT2(8-146)	-	-	N	1
fig|2005473.90.peg.1895	-	GT2(8-128)	-	-	N	1
fig|2005473.90.peg.1896	-	GT4(233-382)	-	-	N	1
fig|2005473.90.peg.1906	-	GT2(6-163)	-	-	N	1
fig|2005473.90.peg.1926	-	CE1(30-253)	-	-	Y(1-21)	1
fig|2005473.90.peg.2035	-	GH108(9-99)	-	-	N	1
